Applicable_Compliance_Frameworks,Control_ID,Control_Category,Control_Status_Distribution,Compliance_Maturity_Level,Control_Testing_Frequency,Business_Impact,Annual_Revenue,Penalty_Risk_Assessment,Remediation_Cost,Asset_Type,Data_Sensitivity_Classification,Organizational_Unit,Business_Area,Geographic_Scope,Industry_Sector,Audit_Type,Audit_Finding_Severity,Repeat_Finding,Compliance_Owner,Evidence_Freshness_Days,Audit_Preparation_Score,Incident_Type,Incident_Notification_Compliance,Incident_Cost_Impact,Revenue_Category,Risk_Exposure_Ratio,ROI_Potential,Compliance_Score,Financial_Risk_Score,Asset_Risk_Index,Audit_Readiness_Score,Incident_Impact_Score,Composite_Risk_Score
ISO27001,A.9.7.4,Compensating,Remediation_Required,3.6,Monthly,Low,2241817625.1,107607.25,14877.69,Database,Internal,IT Risk Management,Operations Security,SE,Defense,ISO-Audit,High,True,natalie.arroyo@corp.com - Security Manager,43,0.586,Access_Violation,False,43804.56,Large,4.8000001782125345e-05,6.2327928596442055,54.57375000000001,0.7388759456255557,67.25,59.64999999999999,69.10382309156115,42.2114899019999
ISO27001,A.9.2,Detective,Partially_Compliant,3.4,Daily,High,242154380.31,116234.1,500.0,POS-System,Confidential,DevSecOps,Access Control,GB,Technology,Customer,Medium,True,christopher.tucker@tech.io - Security Manager,0,0.845,Service_Disruption,True,347357.82,Mid-Market,0.0004799999894744832,10.0,66.7375,1.6167228905705353,68.5,76.625,62.8519458269672,38.4960310325646
ISO27001,A.11.10,Administrative,Partially_Compliant,3.3,Quarterly,Medium,14105860570.95,3385406.54,500.0,POS-System,Confidential,Internal Audit,Operations Security,ZA,Energy,Customer,Low,True,chad.hodges@energy.com - Compliance Manager,77,0.678,System_Outage,False,1360846.09,Enterprise,0.00024000000021069255,10.0,64.5,1.3555800602622237,67.5,69.45,76.33452332237643,41.42357868255395
ISO27001,A.10.9.5,Technical,Partially_Compliant,3.0,Weekly,Medium,165859080445.65,3980617.93,2434.07,Physical-Server,Public,IT Risk Management,Access Control,AU,Energy,Certification,High,True,katie.anderson@energy.com - Risk Manager,8,0.638,No_Incident,True,0.0,Enterprise,2.399999999580608e-05,10.0,68.85,1.3519080249483306,54.50000000000001,66.95,22.75,26.3680724074845
NIST-CSF,AU-13,Preventive,Partially_Compliant,3.1,Daily,High,1340777633.47,10726.22,1782.29,Backup-System,Public,Patient Data Protection,IT Governance,IN,Healthcare,Compliance-Assessment,Medium,False,thomas.pierce@health.org - Audit Manager,2,0.793,Access_Violation,False,38283.45,Large,7.999999203626333e-06,5.018223745855052,76.56,2.0881463927180017,50.5,85.32499999999999,68.95755603084204,32.90295512398381
NIST-CSF,SA-25,Technical,Partially_Compliant,3.6,Weekly,High,205489733.88,147952.61,56916.02,Cloud-Service,Restricted,Risk Management Bureau,Incident Response,AU,Government,Vendor,Medium,False,joseph.brennan@gov.org - Audit Manager,14,0.75,Documentation_Gap,True,3829.19,Mid-Market,0.0007200000078174221,1.5994897394441847,74.13,1.9677108617772863,71.75,84.24999999999999,49.20805079517279,34.836923417567746
ISO27001,A.9.10,Corrective,Partially_Compliant,3.2,Monthly,Medium,91719768572.07,33019116.69,500.0,E-Commerce-Platform,Restricted,Compliance Engineering,Information Security,BR,Technology,Customer,Low,False,rodney.lewis@tech.io - Audit Manager,45,0.643,Configuration_Error,False,33855.62,Enterprise,0.0003600000000442086,10.0,61.93999999999998,1.1180400076325614,74.75,78.575,61.82410899779471,40.90273380184871
ISO27001,A.13.11.5,Compensating,Remediation_Required,2.2,Monthly,High,7129113.02,1000.0,500.0,Virtual-Machine,Public,Store Operations Security,Information Security,BR,Retail,External,Critical,True,amber.blair@retail.com - Compliance Manager,9,0.294,Policy_Violation,False,56431.7,Startup,0.00014026990415141435,1.0,44.975,1.4839146841916668,46.5,55.35,60.62882707353305,37.95218981996411
ISO27001,A.13.6.5,Corrective,Compliant,4.0,Weekly,Low,17813936900.55,427534.49,500.0,Container,Restricted,Information Assurance,Access Control,SG,Government,Certification,Medium,False,james.collins@gov.org - Audit Manager,4,0.97,No_Incident,True,0.0,Enterprise,2.4000000246256626e-05,10.0,88.2,0.7144080477196354,72.25,89.75,22.75,25.77682241431589
ISO27001,A.11.7,Corrective,Partially_Compliant,3.0,Weekly,Negligible,132660322.21,3183.85,383.04,Application,Confidential,Security Operations,Access Control,SE,Manufacturing,External,Medium,False,wanda.santos@corp.com - Compliance Manager,14,0.622,Compliance_Violation,False,84474.47,Mid-Market,2.4000017088455404e-05,7.312056182121971,65.69999999999999,0.12029146505417644,62.0,81.05,75.06682654189385,39.12445274789502
SOC2,CC8.2,Physical,Partially_Compliant,2.8,Monthly,Critical,16216772.62,3502.82,500.0,POS-System,Internal,DevSecOps,Security,IN,Technology,Compliance-Assessment,High,True,samuel.holmes@tech.io - Security Manager,45,0.693,Data_Loss,False,561121.01,SME,0.0002159998220410394,6.0056400000000005,57.475,2.1240671626941756,58.5,62.324999999999996,75.87264326057557,41.06799880092336
NIST-CSF,PS-26,Detective,Compliant,3.2,Weekly,Low,4903265542.0,78452.25,3710.53,Endpoint,Confidential,Student Records Security,Business Continuity,GB,Education,External,Best-Practice,False,david.walker@edu.org - Audit Manager,6,0.795,No_Incident,True,0.0,Large,1.600000027083991e-05,10.0,80.5,0.45117683242434514,57.99999999999999,89.875,22.75,24.0603530497273
PCI-DSS,Req 3.1.3,Detective,Not_Assessed,3.6,Weekly,Medium,1190456189.66,500000.0,712.74,Mobile-Device,Financial-Data,Risk Management,Cardholder Data Protection,SE,Financial-Services,ISO-Audit,Best-Practice,False,matthew.chapman@finserv.com - PCI Compliance Manager,11,0.622,Data_Breach,False,946797.83,Large,0.00042000705640650443,10.0,62.42500000000001,1.4994812716238752,75.0,85.55,85.44064428145255,45.681723237777675
CIS-Controls,Control 12.4,Administrative,Partially_Compliant,3.2,Monthly,Low,111227609.44,10677.85,500.0,Physical-Server,Confidential,DevSecOps,Vulnerability Management,AU,Technology,ISO-Audit,Low,False,jerry.robinson@tech.io - Compliance Manager,45,0.781,Data_Loss,False,375193.99,Mid-Market,9.599999544861206e-05,10.0,58.18749999999999,0.5613502933377438,65.5,82.025,72.93564257646719,41.58365860329476
ISO27001,A.13.11.2,Preventive,Compliant,3.6,Weekly,Low,2030930178.92,48742.32,16243.82,Database,Restricted,Patient Data Protection,Compliance,BR,Healthcare,Vendor,High,False,chad.welch@health.org - Audit Manager,8,0.843,Documentation_Gap,False,3640.39,Large,2.399999788565848e-05,2.0006685619515605,92.125,0.7384463967522911,81.25,82.075,61.153167988036195,34.733417516632926
NIST-CSF,SA-5,Hybrid,Partially_Compliant,3.3,Quarterly,Medium,1333663464.38,480118.85,3486.08,POS-System,Restricted,Compliance and Governance,Cybersecurity,CA,Transportation,Customer,Informational,True,jeremy.whitehead@corp.com - Security Manager,120,0.747,No_Incident,True,0.0,Large,0.0003600000021168758,10.0,63.25000000000001,0.9463231367207621,72.5,66.675,22.75,32.14639694101622
MAS-TR,TRR.15,Compensating,Non_Compliant,3.7,Monthly,Medium,664282430.87,224195.32,6193.94,POS-System,Internal,Risk Management,Financial Systems Security,SG,Financial-Services,Vendor,High,True,michele.jones@finserv.com - Risk Manager,5,0.684,Data_Breach,False,3805279.13,Mid-Market,0.0003374999993698087,10.0,50.49,1.4789302160760232,66.5,68.1,80.70096658340714,45.58637238150423
SOC2,CC2.1.4,Administrative,Partially_Compliant,2.8,Quarterly,High,41733565.75,2003.21,1090.63,Database,Public,Cloud Security Engineering,Trust Services Criteria,DE,Technology,Compliance-Assessment,Medium,True,john.caldwell@tech.io - Compliance Manager,3,0.661,No_Incident,True,0.0,SME,4.799997230047375e-05,0.8367457341169781,55.33749999999999,1.5967085860378463,57.25,72.02499999999999,21.5,30.257137575811356
ISO27001,A.18.6,Preventive,Partially_Compliant,3.4,Weekly,Medium,270019076.91,19441.37,1941.51,Application,Internal,Internal Audit,Information Security,CH,Transportation,Customer,High,False,jason.anderson@corp.com - Risk Manager,2,0.868,No_Incident,True,0.0,Mid-Market,7.199998689899972e-05,9.013530705481816,70.85000000000001,0.9308726281664852,55.00000000000001,82.7,22.75,25.866761788449946
ISO27001,A.7.9.4,Preventive,Partially_Compliant,3.5,Weekly,Low,243915944.66,1170.8,242.81,API,Internal,Information Assurance,Access Control,SE,Government,Internal,Low,False,selena.duncan@gov.org - Security Manager,0,0.907,Access_Violation,False,39862.23,Mid-Market,4.800014208304442e-06,3.8218771879247146,74.91749999999999,0.6800832925335337,61.25000000000001,91.17500000000001,69.00143121347915,35.5874362304559
SOC2,CC9.4.4,Preventive,Partially_Compliant,2.9,Weekly,Low,2088485093.29,200494.57,12272.89,Data-Store,Confidential,Customer Data Protection,Privacy,ZA,Retail,Internal,Medium,True,thomas.mueller@retail.com - Compliance Manager,0,0.659,No_Incident,True,0.0,Large,9.600000049996048e-05,10.0,64.60000000000001,0.5342556393988281,66.0,71.975,21.5,29.81027669181965
ISO27001,A.9.5,Corrective,Partially_Compliant,3.7,Weekly,Medium,3460244258.81,1245687.93,2452.98,Payment-System,Restricted,Information Security,Access Control,AU,Energy,Compliance-Assessment,Informational,True,lindsey.lee@energy.com - Audit Manager,1,0.799,Policy_Violation,False,45096.14,Large,0.0003599999990834173,10.0,69.19999999999999,1.3406212051207287,79.25,79.975,60.38537250094751,39.99176086172572
SOC2,CC6.5,Hybrid,Remediation_Required,3.2,Monthly,Negligible,2691692993.89,161501.58,880.45,Payment-System,Restricted,Information Security,Confidentiality,BR,Insurance,Vendor,High,True,collin.jordan@corp.com - Security Manager,0,0.558,No_Incident,True,0.0,Large,6.000000013619681e-05,10.0,46.75,0.1659004906504947,78.25,64.95,21.5,37.224770147195144
CIS-Controls,Control 8.2,Physical,Partially_Compliant,3.8,Monthly,Critical,1358025003.74,1466667.0,500.0,E-Commerce-Platform,Restricted,Internal Audit,Security Operations,CH,Manufacturing,SOC-Audit,Medium,True,rodney.owens@corp.com - Security Manager,30,0.866,No_Incident,True,0.0,Large,0.0010799999970256807,10.0,64.25,1.8549604417823882,72.74999999999999,77.14999999999999,19.0,31.481488132534714
ISO27001,A.7.2,Technical,Compliant,3.2,Weekly,Medium,978790240.51,11745.48,3917.91,Virtual-Machine,Internal,Regulatory Compliance,Access Control,FR,Financial-Services,Customer,Informational,False,jessica.nunez@finserv.com - Security Manager,8,0.871,Regulatory_Action,False,1980954.41,Mid-Market,1.1999997051339623e-05,1.9978942854736326,89.925,1.4727356052803304,60.5,91.77499999999999,81.99218674991539,34.484008031567186
PCI-DSS,Req 1.3.1,Hybrid,Compliant,3.9,Quarterly,Low,2275486812.57,218446.73,8460.25,Data-Store,Regulated,Risk Management,Payment Security,SE,Financial-Services,External,Best-Practice,False,tracey.garcia@finserv.com - PCI Compliance Manager,5,1.0,No_Incident,True,0.0,Large,9.599999823918118e-05,10.0,86.9,0.7808310641582202,86.25,95.0,25.25,30.121749319247467
SOC2,CC1.4,Physical,Partially_Compliant,2.6,Monthly,Low,17259710.78,1000.0,500.0,SCADA-System,Public,IT Risk Management,Privacy,FR,Transportation,SOC-Audit,Medium,False,richard.morgan@corp.com - Security Manager,15,0.62,No_Incident,True,0.0,SME,5.793839843242147e-05,1.0,59.50000000000001,0.4687300238202485,55.25,81.0,21.5,28.378119007146072
PCI-DSS,Req 10.7,Corrective,Partially_Compliant,3.4,Monthly,Critical,84532700.65,182590.63,500.0,Container,Confidential,Regulatory Compliance,Payment Security,US,Financial-Services,Vendor,Medium,False,michelle.wright@finserv.com - PCI Compliance Manager,8,0.734,Vendor_Risk,False,247957.88,SME,0.0021599999597315595,10.0,70.07000000000001,2.919551237489358,68.25000000000001,83.85,76.98594916507199,40.818055204261206
ISO27001,A.9.8.3,Detective,Compliant,3.7,Weekly,High,1551251707.15,37230.04,13079.87,Database,Internal,Internal Audit,Information Security,GB,Energy,Third-Party-Risk,Medium,False,james.west@energy.com - Risk Manager,6,0.923,Data_Breach,False,4014747.68,Large,2.3999999373667085e-05,1.8463616228601658,84.24999999999999,1.9724223340776867,68.25,88.575,84.50914590996118,38.493555882215546
SOC2,CC7.3.2,Detective,Partially_Compliant,2.8,Weekly,Medium,259926941.5,18714.74,963.48,Payment-System,Internal,Privacy Office,Security,NL,Transportation,Penetration-Test,Medium,True,robert.ramirez@corp.com - Audit Manager,6,0.581,Policy_Violation,False,25798.52,Mid-Market,7.20000008156138e-05,10.0,62.0,0.9308684480904414,62.24999999999999,70.02499999999999,58.529029064976825,37.047566347422496
SOC2,CC6.7.5,Physical,Partially_Compliant,3.0,Monthly,Medium,13986202525.59,5035032.91,507.43,Mobile-Device,Restricted,Internal Audit,Availability,AU,Insurance,Penetration-Test,Observation,True,john.leblanc@corp.com - Security Manager,13,0.786,Documentation_Gap,False,15037.99,Enterprise,0.00036000000005631267,10.0,61.5,1.1979000544219787,64.75,78.89999999999999,61.44304667638447,38.46047935160349
NIST-CSF,SA-23,Detective,Partially_Compliant,2.5,Weekly,Low,62024115.24,8931.47,3907.34,Database,Restricted,Privacy Office,Incident Response,GB,Manufacturing,Regulatory,Low,False,scott.callahan@corp.com - Audit Manager,0,0.607,No_Incident,True,0.0,SME,0.00014399995816852864,1.2858184852098868,63.0,0.4698035960298206,77.25,83.675,22.75,33.25344107880895
CIS-Controls,Control 12.2,Technical,Partially_Compliant,2.2,Weekly,Low,28080349671.59,808714.07,500.0,Backup-System,Internal,Information Security,Security Operations,CH,Manufacturing,Internal,Low,False,andrea.williams@corp.com - Security Manager,1,0.492,No_Incident,True,0.0,Enterprise,2.8799999980705652e-05,10.0,59.85,0.5043456213670238,52.5,80.8,19.0,27.113803686410108
NIST-CSF,PS-15(10),Physical,Partially_Compliant,3.0,Weekly,Medium,327136328.46,117769.08,534.52,Endpoint,Restricted,Policy and Compliance,Business Continuity,IN,Government,Penetration-Test,Best-Practice,True,yvette.huff@gov.org - Audit Manager,6,0.67,No_Incident,True,0.0,Mid-Market,0.0003600000053629018,10.0,68.775,1.323622777783284,68.0,76.75,22.75,29.753336833334984
ISO27001,A.16.2.1,Corrective,Partially_Compliant,2.5,Monthly,Medium,85613712.49,6164.19,1142.62,Network-Device,Internal,Internal Audit,Operations Security,NL,Manufacturing,Third-Party-Risk,High,False,tanya.house@corp.com - Security Manager,14,0.647,System_Outage,False,1298933.81,SME,7.200003154541395e-05,4.394785668026116,61.7,0.9188800158503674,53.5,77.17500000000001,76.28396838890716,38.48245768253654
ISO27001,A.16.2.5,Technical,Not_Assessed,3.2,Weekly,Low,139576438.04,3349.83,1369.05,POS-System,Internal,Clinical IT Security,Information Security,JP,Healthcare,Certification,Low,False,melinda.martin@health.org - Risk Manager,13,0.56,Policy_Violation,True,18805.68,Mid-Market,2.3999967666749035e-05,1.4468280924728827,64.13,0.7204496549050924,63.5,82.5,47.43578033750166,34.54579096397186
ISO27001,A.15.3,Corrective,Partially_Compliant,3.0,Weekly,High,78224127702.23,3754758.13,9188.32,API,Public,Security Operations,Asset Management,ZA,Manufacturing,Regulatory,Medium,True,todd.lewis@corp.com - Compliance Manager,0,0.698,Data_Breach,False,9444117.62,Enterprise,4.800000000374514e-05,10.0,65.69999999999999,1.4045761409537931,47.25,72.94999999999999,85.4379035831641,37.896453558918964
PCI-DSS,Req 4.7,Hybrid,Compliant,2.9,Quarterly,Medium,3585055272.67,430206.63,500.0,Payment-System,Confidential,Customer Data Protection,Transaction Security,SG,Retail,Compliance-Assessment,Low,False,richard.brown@retail.com - PCI Compliance Manager,63,0.786,No_Incident,True,0.0,Large,0.00011999999924118325,10.0,74.0,1.0220601812983583,71.25,82.15,25.25,29.669118054389507
ISO27001,A.6.5.5,Corrective,Not_Assessed,3.2,Monthly,Medium,6526233745.7,1957870.12,15038.75,Server,Restricted,Information Security,Operations Security,BR,Energy,Penetration-Test,High,True,nicholas.galloway@energy.com - Security Manager,14,0.645,System_Outage,False,875670.13,Large,0.00029999999943152513,10.0,55.225,1.339603917391397,71.5,67.125,75.85585257922416,44.641801691062255
NIST-CSF,RA-6(13),Preventive,Partially_Compliant,2.9,Weekly,Low,6621010691.41,635617.03,1916.31,Server,Confidential,Security Operations,Cybersecurity,BR,Manufacturing,SOC-Audit,Low,False,joseph.bowers@corp.com - Compliance Manager,5,0.773,System_Outage,False,1419625.58,Large,9.600000054744512e-05,10.0,67.1,0.4931523473209156,59.5,87.825,76.38043530537173,38.524032765270626
SOC2,CC3.6.2,Compensating,Compliant,3.2,Monthly,Medium,12713923155.96,762835.39,500.0,Container,Restricted,Compliance and Governance,Processing Integrity,FR,Telecommunications,External,Low,False,spencer.henderson@corp.com - Audit Manager,45,0.755,No_Incident,True,0.0,Enterprise,6.000000005052729e-05,10.0,73.0,1.1138400550584573,68.25,81.375,21.5,28.44665201651754
ISO27001,A.15.11,Corrective,Partially_Compliant,2.8,Weekly,Low,190293947.04,27402.33,1623.41,POS-System,Restricted,Compliance and Governance,Information Security,US,Telecommunications,Penetration-Test,Informational,False,susan.cowan@corp.com - Security Manager,2,0.58,System_Outage,False,1027334.41,Mid-Market,0.00014400000854593659,10.0,64.69999999999999,0.5620279436104128,76.5,84.5,76.02928064387771,43.32446451185867
NIST-CSF,AC-14,Physical,Non_Compliant,2.5,Monthly,Low,105396903.31,6323.81,968.05,API,Internal,Student Records Security,Incident Response,CA,Education,Customer,High,True,angela.higgins@edu.org - Security Manager,1,0.441,Documentation_Gap,False,9608.7,Mid-Market,5.9999960163914996e-05,5.532524146480037,44.0,0.4406701028472561,56.25,62.025,62.206774574692105,40.6360559457926
ISO27001,A.18.2,Compensating,Compliant,3.6,Weekly,Low,10753664.7,1000.0,103.39,Payment-System,Public,Policy and Compliance,Asset Management,DE,Government,External,Informational,False,eric.phillips@gov.org - Security Manager,11,0.926,No_Incident,True,0.0,SME,9.299155477667069e-05,8.672115291614276,84.2625,0.6645972009058457,60.25,93.15,22.75,23.746254160271754
SOC2,CC7.8.2,Technical,In_Progress,4.2,Weekly,Low,3830100055.18,24512.64,8906.97,Application,Public,Privacy Office,Confidentiality,ZA,Financial-Services,Penetration-Test,Medium,False,tanya.riley@finserv.com - Risk Manager,2,0.896,System_Outage,False,967782.95,Large,6.39999990779562e-06,1.752073937601676,69.74000000000001,0.7791260184841248,53.0,87.9,74.7144460384276,35.991627013230755
GDPR,Art.7,Preventive,Partially_Compliant,3.5,Weekly,Medium,9803351259.42,6470211.83,45361.71,Cloud-Service,Personal-Data,Security Architecture,Data Governance,FR,Technology,SOC-Audit,High,False,amy.adkins@tech.io - Compliance Manager,9,0.937,Access_Violation,True,111807.25,Large,0.0006599999998758384,10.0,66.595,1.1082464780272865,74.25,84.42500000000001,63.121184625094386,39.87046086842706
ISO27001,A.5.7.5,Detective,Not_Assessed,2.5,Weekly,Medium,30586221.96,9175.87,500.0,E-Commerce-Platform,Restricted,E-commerce Protection,Compliance,US,Retail,Penetration-Test,High,False,brian.silva@retail.com - Risk Manager,3,0.428,System_Outage,False,446235.11,SME,0.0003000001115534964,10.0,53.75,0.998421252848974,76.75,71.7,75.12391177759481,46.074308731373655
PCI-DSS,Req 4.1,Preventive,Non_Compliant,2.6,Daily,High,623731459.2,374238.88,1439.93,IoT-Device,Financial-Data,Store Operations Security,Transaction Security,ZA,Retail,SOC-Audit,Critical,False,wesley.farrell@retail.com - Card Data Security Officer,2,0.723,Configuration_Error,False,2290.35,Mid-Market,0.0006000000071825782,10.0,46.6,1.502803001239095,73.25,76.075,61.40022858008716,44.39338661638916
